,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,movieId
7749,Adventure,Drama,Fantasy,Romance,,,,,,,91104
7750,Drama,War,,,,,,,,,91126
7751,Comedy,Drama,Thriller,,,,,,,,91128
7752,Animation,Comedy,Sci-Fi,,,,,,,,91233
7753,Drama,Musical,Romance,,,,,,,,91261
7754,Children,Comedy,Musical,Romance,,,,,,,91266
7755,Action,Drama,Fantasy,,,,,,,,91273
7756,Comedy,,,,,,,,,,91323
7757,Drama,,,,,,,,,,91325
7758,Comedy,Romance,,,,,,,,,91337
7759,Adventure,Animation,Children,Comedy,,,,,,,91353
7760,Adventure,Animation,Children,Comedy,Fantasy,,,,,,91355
7761,Animation,Children,Comedy,IMAX,,,,,,,91386
7762,Animation,Children,Comedy,Drama,,,,,,,91414
7763,Action,Drama,,,,,,,,,91470
7764,Action,Crime,Film-Noir,,,,,,,,91483
7765,Action,Adventure,,,,,,,,,91485
7766,Animation,Children,Musical,,,,,,,,91488
7767,Action,Adventure,Drama,Sci-Fi,Thriller,,,,,,91500
7768,Action,Adventure,Crime,IMAX,,,,,,,91529
7769,Action,Adventure,Drama,Thriller,IMAX,,,,,,91535
7770,Action,Adventure,Comedy,Crime,Mystery,Thriller,,,,,91542
7771,Drama,Thriller,,,,,,,,,91571
7772,Comedy,Drama,,,,,,,,,91622
7773,Comedy,Romance,,,,,,,,,91628
7774,Action,Adventure,Thriller,IMAX,,,,,,,91630
7775,Comedy,Drama,,,,,,,,,91653
7776,Drama,Thriller,,,,,,,,,91658
7777,Action,Horror,Sci-Fi,Thriller,,,,,,,91660
7778,Comedy,Drama,Romance,,,,,,,,91666
7779,Animation,Comedy,,,,,,,,,91671
7780,Comedy,Thriller,,,,,,,,,91688
7781,Comedy,,,,,,,,,,91690
7782,Comedy,Drama,Fantasy,,,,,,,,91784
7783,Action,Crime,Drama,Thriller,,,,,,,91842
7784,Documentary,,,,,,,,,,91860
7785,Documentary,,,,,,,,,,91869
7786,Comedy,Musical,,,,,,,,,91873
7787,Drama,,,,,,,,,,91890
7788,Drama,,,,,,,,,,91935
7789,Comedy,Horror,,,,,,,,,91947
7790,Action,Fantasy,Horror,IMAX,,,,,,,91974
7791,Action,Drama,,,,,,,,,91976
7792,Crime,Thriller,,,,,,,,,91978
7793,Drama,,,,,,,,,,91981
7794,Action,Thriller,,,,,,,,,92008
7795,Comedy,,,,,,,,,,92046
7796,Drama,Thriller,,,,,,,,,92048
7797,Drama,,,,,,,,,,92094
7798,Horror,Sci-Fi,Thriller,,,,,,,,92192
7799,Action,Drama,Thriller,,,,,,,,92198
7800,Action,Adventure,Drama,War,,,,,,,92234
7801,Drama,War,,,,,,,,,92243
7802,Comedy,Drama,,,,,,,,,92259
7803,Action,Comedy,Crime,,,,,,,,92264
7804,Horror,Thriller,,,,,,,,,92309
7805,Adventure,Animation,Children,Comedy,Fantasy,Romance,,,,,92348
7806,Horror,,,,,,,,,,92391
7807,Action,Sci-Fi,Thriller,,,,,,,,92420
7808,Drama,Horror,Thriller,,,,,,,,92422
7809,Comedy,,,,,,,,,,92427
7810,Drama,Romance,,,,,,,,,92439
7811,Documentary,,,,,,,,,,92475
7812,Comedy,Documentary,,,,,,,,,92494
7813,Action,Crime,Mystery,Thriller,,,,,,,92507
7814,Drama,Romance,,,,,,,,,92509
7815,Comedy,,,,,,,,,,92535
7816,Crime,Drama,Fantasy,,,,,,,,92637
7817,Children,Comedy,Drama,,,,,,,,92643
7818,Comedy,Drama,Romance,,,,,,,,92665
7819,Drama,Musical,,,,,,,,,92674
7820,Action,Adventure,Comedy,Sci-Fi,IMAX,,,,,,92681
7821,Drama,Romance,Sci-Fi,,,,,,,,92694
7822,Children,Fantasy,,,,,,,,,92730
7823,Horror,Sci-Fi,,,,,,,,,92760
7824,Action,Fantasy,Thriller,,,,,,,,92938
7825,Drama,,,,,,,,,,92954
7826,Comedy,Musical,,,,,,,,,93006
7827,Comedy,Musical,,,,,,,,,93008
7828,Comedy,Crime,,,,,,,,,93022
7829,Documentary,War,,,,,,,,,93040
7830,Comedy,Drama,,,,,,,,,93114
7831,Comedy,,,,,,,,,,93134
7832,Action,Adventure,Horror,,,,,,,,93139
7833,Crime,Thriller,Western,,,,,,,,93193
7834,Animation,Children,,,,,,,,,93208
7835,Drama,Thriller,,,,,,,,,93242
7836,Comedy,,,,,,,,,,93270
7837,Animation,Fantasy,Musical,IMAX,,,,,,,93272
7838,Comedy,,,,,,,,,,93287
7839,Action,Thriller,War,,,,,,,,93297
7840,Comedy,Crime,,,,,,,,,93320
7841,Action,Comedy,Romance,,,,,,,,93326
7842,Action,Adventure,Sci-Fi,IMAX,,,,,,,93363
7843,Comedy,Drama,,,,,,,,,93443
7844,Drama,Thriller,,,,,,,,,93502
7845,Action,Comedy,Crime,,,,,,,,93510
7846,Comedy,Drama,,,,,,,,,93512
7847,Action,Sci-Fi,Thriller,,,,,,,,93563
7848,Crime,Drama,Thriller,,,,,,,,93598
7849,Action,Adventure,Drama,,,,,,,,93610
7850,Documentary,,,,,,,,,,93721
7851,Comedy,Romance,,,,,,,,,93723
7852,Comedy,Drama,Romance,,,,,,,,93740
7853,Action,Adventure,Fantasy,IMAX,,,,,,,93766
7854,Drama,,,,,,,,,,93790
7855,Action,Comedy,Sci-Fi,,,,,,,,93805
7856,Horror,,,,,,,,,,93819
7857,Comedy,,,,,,,,,,93831
7858,Action,Crime,,,,,,,,,93838
7859,Comedy,Horror,Sci-Fi,Thriller,,,,,,,93840
7860,Comedy,Drama,,,,,,,,,93855
7861,Comedy,,,,,,,,,,93980
7862,Mystery,Thriller,,,,,,,,,93982
7863,Drama,Romance,,,,,,,,,93988
7864,Action,Thriller,,,,,,,,,94011
7865,Adventure,Comedy,Fantasy,,,,,,,,94015
7866,Action,Sci-Fi,Thriller,IMAX,,,,,,,94018
7867,Comedy,Drama,,,,,,,,,94070
7868,Documentary,,,,,,,,,,94122
7869,Documentary,,,,,,,,,,94130
7870,Comedy,Romance,,,,,,,,,94150
7871,Action,Animation,Fantasy,,,,,,,,94160
7872,Sci-Fi,Thriller,,,,,,,,,94262
7873,Comedy,Romance,,,,,,,,,94266
7874,Comedy,,,,,,,,,,94323
7875,Drama,,,,,,,,,,94325
7876,Action,Crime,Thriller,,,,,,,,94405
7877,Comedy,Horror,IMAX,,,,,,,,94478
7878,Drama,Thriller,,,,,,,,,94494
7879,Comedy,Romance,,,,,,,,,94503
7880,Comedy,Drama,,,,,,,,,94661
7881,Comedy,,,,,,,,,,94677
7882,Documentary,,,,,,,,,,94735
7883,Action,Comedy,Sci-Fi,IMAX,,,,,,,94777
7884,Action,Adventure,Drama,,,,,,,,94780
7885,Drama,Mystery,Sci-Fi,,,,,,,,94799
7886,Drama,Fantasy,Sci-Fi,,,,,,,,94810
7887,Adventure,Animation,Children,Comedy,,,,,,,94833
7888,Action,Horror,Sci-Fi,IMAX,,,,,,,94864
7889,Horror,Mystery,Thriller,,,,,,,,94867
7890,Comedy,Crime,Drama,,,,,,,,94896
7891,Drama,Thriller,,,,,,,,,94919
7892,Drama,Romance,,,,,,,,,94931
7893,Comedy,,,,,,,,,,94953
7894,Comedy,Drama,Romance,,,,,,,,94959
7895,Action,Crime,Drama,Thriller,,,,,,,94985
7896,Action,Animation,,,,,,,,,95004
7897,Comedy,Drama,,,,,,,,,95067
7898,Comedy,Drama,,,,,,,,,95088
7899,Adventure,Animation,Children,Comedy,IMAX,,,,,,95105
7900,Comedy,Drama,,,,,,,,,95135
7901,Action,Adventure,Animation,Children,,,,,,,95145
7902,Action,Adventure,Animation,Children,,,,,,,95147
7903,Action,Animation,Fantasy,,,,,,,,95149
7904,Action,Adventure,Animation,Children,,,,,,,95163
7905,Action,Adventure,Animation,Sci-Fi,Thriller,,,,,,95165
7906,Action,Adventure,Animation,Children,,,,,,,95167
7907,Animation,Children,Fantasy,Musical,,,,,,,95170
7908,Drama,,,,,,,,,,95175
7909,Action,Adventure,Animation,Sci-Fi,,,,,,,95182
7910,Adventure,Animation,Children,,,,,,,,95193
7911,Comedy,Drama,Romance,,,,,,,,95199
7912,Comedy,,,,,,,,,,95201
7913,Action,Fantasy,Horror,Thriller,,,,,,,95207
7914,Documentary,,,,,,,,,,95218
7915,Comedy,Drama,Musical,IMAX,,,,,,,95307
7916,Comedy,Drama,Romance,,,,,,,,95309
7917,Animation,Children,Comedy,Fantasy,,,,,,,95311
7918,Adventure,Animation,Children,Comedy,,,,,,,95313
7919,Animation,Comedy,Musical,,,,,,,,95377
7920,Comedy,Fantasy,,,,,,,,,95441
7921,Drama,Romance,,,,,,,,,95449
7922,Action,Adventure,Animation,,,,,,,,95473
7923,Action,Adventure,Animation,,,,,,,,95475
7924,Action,Adventure,Animation,,,,,,,,95497
7925,Action,Adventure,Animation,,,,,,,,95499
7926,Crime,Drama,Thriller,,,,,,,,95508
7927,Action,Adventure,Sci-Fi,IMAX,,,,,,,95510
7928,Action,Adventure,Animation,Fantasy,,,,,,,95519
7929,Adventure,Animation,Comedy,,,,,,,,95543
7930,Drama,Fantasy,,,,,,,,,95558
7931,Crime,Drama,Thriller,,,,,,,,95583
7932,Drama,,,,,,,,,,95624
7933,Horror,,,,,,,,,,95633
7934,Animation,Children,,,,,,,,,95654
7935,Comedy,Thriller,,,,,,,,,95690
7936,Adventure,,,,,,,,,,95717
7937,Comedy,Sci-Fi,,,,,,,,,95720
7938,Children,Musical,Mystery,,,,,,,,95738
7939,Comedy,,,,,,,,,,95744
7940,Crime,Thriller,,,,,,,,,95761
7941,Action,Adventure,Animation,,,,,,,,95771
7942,Action,Adventure,Animation,,,,,,,,95780
7943,Action,Horror,Sci-Fi,Thriller,,,,,,,95796
7944,Drama,Fantasy,,,,,,,,,95839
7945,Comedy,Fantasy,Romance,,,,,,,,95843
7946,Animation,Children,Comedy,,,,,,,,95858
7947,Comedy,Fantasy,Romance,,,,,,,,95873
7948,Action,Sci-Fi,Thriller,,,,,,,,95875
7949,Comedy,Drama,,,,,,,,,95939
7950,Comedy,,,,,,,,,,95949
7951,Action,Adventure,Animation,,,,,,,,95965
7952,Action,Adventure,Animation,,,,,,,,96004
7953,Action,Adventure,Animation,,,,,,,,96007
7954,Drama,,,,,,,,,,96020
7955,Action,Adventure,Thriller,IMAX,,,,,,,96079
7956,Drama,,,,,,,,,,96084
7957,Comedy,,,,,,,,,,96110
7958,Crime,Thriller,,,,,,,,,96114
7959,Comedy,Drama,,,,,,,,,96121
7960,Documentary,,,,,,,,,,96150
7961,Adventure,Animation,Comedy,,,,,,,,96281
7962,Children,Comedy,,,,,,,,,96283
7963,Drama,,,,,,,,,,96373
7964,Documentary,,,,,,,,,,96411
7965,Action,Thriller,,,,,,,,,96417
7966,Comedy,Drama,Fantasy,,,,,,,,96430
7967,Crime,Drama,,,,,,,,,96432
7968,Comedy,Horror,,,,,,,,,96448
7969,Crime,Drama,Mystery,,,,,,,,96471
7970,Documentary,,,,,,,,,,96488
7971,Drama,Thriller,,,,,,,,,96518
7972,Drama,Mystery,,,,,,,,,96520
7973,Comedy,Romance,,,,,,,,,96530
7974,Documentary,,,,,,,,,,96563
7975,Drama,Romance,,,,,,,,,96567
7976,Comedy,Musical,,,,,,,,,96588
7977,Documentary,,,,,,,,,,96606
7978,Animation,Comedy,Sci-Fi,,,,,,,,96608
7979,Action,Crime,Sci-Fi,,,,,,,,96610
7980,Comedy,,,,,,,,,,96616
7981,Comedy,Drama,Sci-Fi,,,,,,,,96655
7982,Action,Horror,Sci-Fi,IMAX,,,,,,,96691
7983,Comedy,Romance,,,,,,,,,96726
7984,Drama,,,,,,,,,,96728
7985,Action,Sci-Fi,,,,,,,,,96737
7986,Crime,Drama,Thriller,,,,,,,,96811
7987,Horror,Thriller,,,,,,,,,96815
7988,Drama,Romance,,,,,,,,,96821
7989,Drama,,,,,,,,,,96829
7990,Drama,Fantasy,Musical,Mystery,Sci-Fi,,,,,,96832
7991,Action,Crime,Drama,Thriller,,,,,,,96861
7992,Horror,Thriller,,,,,,,,,96917
7993,Comedy,Fantasy,Romance,,,,,,,,96935
7994,Comedy,Drama,Romance,,,,,,,,96945
7995,Crime,Drama,Mystery,,,,,,,,96964
7996,Comedy,Drama,Romance,,,,,,,,96975
7997,Drama,Romance,,,,,,,,,97024
7998,Documentary,,,,,,,,,,97168
7999,Animation,Comedy,Horror,IMAX,,,,,,,97172
8000,Horror,Thriller,,,,,,,,,97188
8001,Documentary,,,,,,,,,,97194
8002,Animation,Children,Comedy,,,,,,,,97225
8003,Documentary,,,,,,,,,,97230
8004,Action,Crime,Mystery,,,,,,,,97285
8005,Drama,Thriller,,,,,,,,,97304
8006,Comedy,Crime,,,,,,,,,97306
8007,Comedy,Drama,,,,,,,,,97328
8008,Action,Drama,Thriller,,,,,,,,97470
8009,Horror,Thriller,,,,,,,,,97643
8010,Adventure,Comedy,,,,,,,,,97665
8011,Horror,IMAX,,,,,,,,,97701
8012,Action,Crime,Mystery,Thriller,,,,,,,97742
8013,Drama,Sci-Fi,IMAX,,,,,,,,97752
8014,Action,Adventure,Comedy,Documentary,Fantasy,,,,,,97757
8015,Horror,Mystery,Thriller,,,,,,,,97785
8016,Action,Comedy,,,,,,,,,97836
8017,Comedy,Drama,,,,,,,,,97858
8018,Crime,Drama,Thriller,,,,,,,,97860
8019,Documentary,,,,,,,,,,97866
8020,Drama,,,,,,,,,,97870
8021,Comedy,Drama,,,,,,,,,97904
8022,Animation,Comedy,,,,,,,,,97913
8023,Comedy,Drama,,,,,,,,,97921
8024,Drama,,,,,,,,,,97923
8025,Drama,,,,,,,,,,97936
8026,Adventure,Drama,IMAX,,,,,,,,97938
8027,Action,Adventure,Crime,,,,,,,,97950
8028,Horror,Sci-Fi,Thriller,,,,,,,,97988
8029,Children,Crime,Drama,,,,,,,,98061
8030,Comedy,Documentary,,,,,,,,,98083
8031,Documentary,,,,,,,,,,98122
8032,Action,Animation,Sci-Fi,,,,,,,,98124
8033,Drama,War,,,,,,,,,98154
8034,Comedy,,,,,,,,,,98160
8035,Comedy,Horror,Romance,,,,,,,,98175
8036,Adventure,Drama,Fantasy,Romance,IMAX,,,,,,98203
8037,Comedy,Drama,Romance,,,,,,,,98230
8038,Action,War,,,,,,,,,98239
8039,Adventure,Animation,Children,Fantasy,IMAX,,,,,,98243
8040,Comedy,,,,,,,,,,98279
8041,Crime,Drama,Thriller,,,,,,,,98296
8042,Drama,Fantasy,Thriller,,,,,,,,98361
8043,Animation,Comedy,Romance,,,,,,,,98491
8044,Action,Comedy,,,,,,,,,98499
8045,Action,Comedy,,,,,,,,,98503
8046,Drama,,,,,,,,,,98585
8047,Animation,Drama,Romance,,,,,,,,98604
8048,Action,Animation,Sci-Fi,,,,,,,,98607
8049,Action,Comedy,Crime,,,,,,,,98623
8050,Action,Comedy,,,,,,,,,98633
8051,Adventure,Comedy,,,,,,,,,98697
8052,Animation,Comedy,,,,,,,,,98799
8053,Adventure,Fantasy,IMAX,,,,,,,,98809
8054,Comedy,Drama,,,,,,,,,98836
8055,Comedy,Romance,,,,,,,,,98908
8056,Action,Drama,Thriller,,,,,,,,98961
8057,Action,Crime,Drama,,,,,,,,99005
8058,Comedy,Horror,Romance,,,,,,,,99007
8059,Comedy,Drama,,,,,,,,,99030
8060,Comedy,Romance,,,,,,,,,99087
8061,Comedy,,,,,,,,,,99106
8062,Action,Crime,Thriller,,,,,,,,99112
8063,Action,Drama,Western,,,,,,,,99114
8064,Drama,,,,,,,,,,99117
8065,Comedy,Horror,,,,,,,,,99122
8066,Comedy,Horror,,,,,,,,,99130
8067,Drama,Thriller,,,,,,,,,99145
8068,Drama,Musical,Romance,IMAX,,,,,,,99149
8069,Horror,,,,,,,,,,99191
8070,Comedy,,,,,,,,,,99415
8071,Comedy,Fantasy,Horror,,,,,,,,99437
8072,Drama,Romance,,,,,,,,,99532
8073,Drama,,,,,,,,,,99574
8074,Comedy,Drama,,,,,,,,,99636
8075,Comedy,,,,,,,,,,99638
8076,Horror,Mystery,Thriller,,,,,,,,99721
8077,Action,Crime,Drama,,,,,,,,99728
8078,Crime,Drama,Thriller,,,,,,,,99750
8079,Animation,Comedy,Drama,Fantasy,Sci-Fi,,,,,,99764
8080,Action,Animation,,,,,,,,,99813
8081,Documentary,,,,,,,,,,99846
8082,Comedy,Romance,Sci-Fi,,,,,,,,99853
8083,Action,Crime,Thriller,,,,,,,,99910
8084,Romance,Sci-Fi,Thriller,,,,,,,,99917
8085,Crime,Drama,Thriller,,,,,,,,99992
8086,Documentary,,,,,,,,,,100044
8087,Comedy,,,,,,,,,,100068
8088,Comedy,,,,,,,,,,100083
8089,Documentary,,,,,,,,,,100106
8090,Comedy,,,,,,,,,,100159
8091,Action,Fantasy,Horror,IMAX,,,,,,,100163
8092,Comedy,,,,,,,,,,100194
8093,Comedy,Drama,,,,,,,,,100226
8094,Drama,Romance,,,,,,,,,100277
8095,Drama,Romance,Sci-Fi,,,,,,,,100302
8096,Action,Thriller,,,,,,,,,100304
8097,Drama,Horror,,,,,,,,,100306
8098,Comedy,Crime,,,,,,,,,100326
8099,Crime,Drama,Mystery,Thriller,,,,,,,100383
8100,Comedy,Crime,,,,,,,,,100390
8101,Horror,,,,,,,,,,100397
8102,Drama,Fantasy,Romance,,,,,,,,100487
8103,Action,Crime,Thriller,IMAX,,,,,,,100498
8104,Comedy,,,,,,,,,,100507
8105,Drama,Mystery,Romance,,,,,,,,100527
8106,Documentary,,,,,,,,,,100553
8107,Documentary,,,,,,,,,,100556
8108,Action,Sci-Fi,Thriller,,,,,,,,100579
8109,Adventure,Animation,Comedy,Sci-Fi,,,,,,,100611
8110,Drama,Romance,,,,,,,,,100714
8111,Action,Drama,Thriller,,,,,,,,100737
8112,Horror,Sci-Fi,Thriller,,,,,,,,100810
8113,Comedy,Drama,,,,,,,,,100843
8114,Adventure,Comedy,Fantasy,Romance,IMAX,,,,,,100882
8115,Action,Horror,Thriller,,,,,,,,100906
8116,Adventure,Fantasy,IMAX,,,,,,,,101025
8117,Drama,,,,,,,,,,101070
8118,Comedy,,,,,,,,,,101072
8119,Animation,Comedy,Horror,Musical,,,,,,,101074
8120,Action,Adventure,Sci-Fi,Thriller,IMAX,,,,,,101076
8121,Drama,Mystery,Thriller,,,,,,,,101088
8122,Action,Adventure,Fantasy,IMAX,,,,,,,101112
8123,Adventure,Animation,Comedy,,,,,,,,101142
8124,Comedy,,,,,,,,,,101283
8125,Drama,Thriller,,,,,,,,,101360
8126,Action,Thriller,,,,,,,,,101362
8127,Comedy,Drama,Romance,,,,,,,,101415
8128,Action,Animation,Comedy,,,,,,,,101423
8129,Crime,Drama,,,,,,,,,101525
8130,Comedy,Fantasy,Thriller,,,,,,,,101529
8131,Drama,,,,,,,,,,101531
8132,Action,Adventure,Romance,,,,,,,,101577
8133,Comedy,Romance,,,,,,,,,101612
8134,Horror,,,,,,,,,,101739
8135,Crime,Thriller,,,,,,,,,101741
8136,Adventure,Comedy,Romance,,,,,,,,101765
8137,Action,Adventure,Sci-Fi,IMAX,,,,,,,101864
8138,Adventure,Drama,Thriller,,,,,,,,101884
8139,Drama,,,,,,,,,,101895
8140,Animation,Fantasy,,,,,,,,,101962
8141,Drama,Thriller,,,,,,,,,101973
8142,Animation,,,,,,,,,,102007
8143,Children,Horror,Sci-Fi,,,,,,,,102025
8144,Action,Comedy,Crime,,,,,,,,102033
8145,Animation,,,,,,,,,,102058
8146,Horror,Thriller,,,,,,,,,102066
8147,Comedy,Horror,Sci-Fi,,,,,,,,102070
8148,Action,Animation,Fantasy,,,,,,,,102084
8149,Action,Drama,IMAX,,,,,,,,102088
8150,Action,Comedy,,,,,,,,,102123
8151,Action,Sci-Fi,Thriller,IMAX,,,,,,,102125
8152,Comedy,Drama,,,,,,,,,102165
8153,Adventure,Crime,Drama,,,,,,,,102194
8154,Comedy,,,,,,,,,,102217
8155,Crime,Thriller,,,,,,,,,102278
8156,Action,Adventure,Drama,,,,,,,,102338
8157,Comedy,Drama,,,,,,,,,102378
8158,Drama,,,,,,,,,,102407
8159,Action,Adventure,Sci-Fi,IMAX,,,,,,,102445
8160,Comedy,,,,,,,,,,102481
8161,Documentary,Fantasy,,,,,,,,,102590
8162,Comedy,,,,,,,,,,102602
8163,Adventure,Comedy,,,,,,,,,102666
8164,Drama,Thriller,,,,,,,,,102684
8165,Comedy,,,,,,,,,,102686
8166,Action,Crime,Thriller,IMAX,,,,,,,102716
8167,Adventure,Animation,Fantasy,,,,,,,,102720
8168,Action,Drama,,,,,,,,,102735
8169,Documentary,,,,,,,,,,102742
8170,Comedy,,,,,,,,,,102747
8171,Action,Crime,,,,,,,,,102749
8172,Comedy,Crime,Drama,,,,,,,,102760
8173,Comedy,Drama,,,,,,,,,102800
8174,Horror,Thriller,,,,,,,,,102802
8175,Drama,,,,,,,,,,102819
8176,Documentary,,,,,,,,,,102823
8177,Documentary,,,,,,,,,,102852
8178,Action,Adventure,Sci-Fi,IMAX,,,,,,,102880
8179,Crime,Mystery,Thriller,,,,,,,,102903
8180,Horror,Thriller,,,,,,,,,102984
8181,Comedy,Drama,,,,,,,,,102993
8182,Comedy,Drama,Romance,,,,,,,,103027
8183,Action,Adventure,Fantasy,Sci-Fi,IMAX,,,,,,103042
8184,Comedy,,,,,,,,,,103048
8185,Crime,Horror,Thriller,,,,,,,,103075
8186,Comedy,Fantasy,,,,,,,,,103085
8187,Documentary,,,,,,,,,,103107
8188,Crime,Drama,,,,,,,,,103137
8189,Adventure,Animation,Comedy,,,,,,,,103141
8190,Comedy,,,,,,,,,,103171
8191,Action,Adventure,Animation,,,,,,,,103210
8192,Horror,Thriller,,,,,,,,,103219
8193,Comedy,Romance,,,,,,,,,103221
8194,Action,Adventure,Sci-Fi,IMAX,,,,,,,103228
8195,Action,Adventure,Animation,,,,,,,,103233
8196,Thriller,,,,,,,,,,103235
8197,Comedy,Drama,Romance,,,,,,,,103245
8198,Action,Drama,Horror,IMAX,,,,,,,103249
8199,Action,Drama,Sci-Fi,IMAX,,,,,,,103253
8200,Animation,Children,Comedy,IMAX,,,,,,,103335
8201,Action,Drama,Thriller,IMAX,,,,,,,103339
8202,Action,Comedy,Sci-Fi,,,,,,,,103341
8203,Action,Crime,Thriller,,,,,,,,103366
8204,Action,Comedy,Crime,,,,,,,,103372
8205,Action,Adventure,Western,IMAX,,,,,,,103384
8206,Crime,Drama,Mystery,Thriller,,,,,,,103449
8207,Horror,Thriller,,,,,,,,,103483
8208,Comedy,Romance,,,,,,,,,103502
8209,Comedy,Drama,Romance,,,,,,,,103539
8210,Comedy,Drama,,,,,,,,,103543
8211,Sci-Fi,,,,,,,,,,103596
8212,Comedy,Documentary,,,,,,,,,103602
8213,Comedy,Drama,Romance,,,,,,,,103606
8214,Comedy,,,,,,,,,,103609
8215,Drama,,,,,,,,,,103624
8216,Action,Comedy,Fantasy,,,,,,,,103655
8217,Drama,Fantasy,Thriller,War,,,,,,,103685
8218,Horror,Thriller,,,,,,,,,103688
8219,Adventure,Animation,Children,Comedy,Fantasy,,,,,,103755
8220,Action,Adventure,Fantasy,Sci-Fi,,,,,,,103772
8221,Comedy,Drama,Romance,,,,,,,,103801
8222,Action,Comedy,Crime,Thriller,,,,,,,103810
8223,Comedy,,,,,,,,,,103819
8224,Comedy,Drama,,,,,,,,,103865
8225,Action,Comedy,Crime,,,,,,,,103883
8226,Drama,,,,,,,,,,103980
8227,Comedy,Drama,,,,,,,,,103984
8228,Action,Adventure,Sci-Fi,,,,,,,,104017
8229,Comedy,,,,,,,,,,104069
8230,Adventure,Children,Fantasy,,,,,,,,104074
8231,Animation,Children,Comedy,,,,,,,,104076
8232,Comedy,,,,,,,,,,104078
8233,Action,IMAX,,,,,,,,,104129
8234,Action,Animation,Children,Crime,,,,,,,104141
8235,Comedy,Crime,,,,,,,,,104211
8236,Comedy,,,,,,,,,,104218
8237,Action,Comedy,Crime,,,,,,,,104241
8238,Action,Sci-Fi,Thriller,IMAX,,,,,,,104243
8239,Adventure,Animation,Comedy,,,,,,,,104245
8240,Documentary,,,,,,,,,,104272
8241,Animation,Drama,Romance,,,,,,,,104283
8242,Drama,,,,,,,,,,104303
8243,Drama,,,,,,,,,,104337
8244,Comedy,,,,,,,,,,104339
8245,Drama,Fantasy,Romance,,,,,,,,104374
8246,Action,Animation,Sci-Fi,,,,,,,,104419
8247,Horror,Thriller,,,,,,,,,104457
8248,Comedy,,,,,,,,,,104644
8249,Action,Crime,,,,,,,,,104760
8250,Adventure,Animation,Sci-Fi,,,,,,,,104780
8251,Action,Crime,,,,,,,,,104837
8252,Action,Sci-Fi,IMAX,,,,,,,,104841
8253,Comedy,Drama,Romance,,,,,,,,104863
8254,Adventure,Comedy,Musical,Sci-Fi,,,,,,,104875
8255,Drama,Mystery,Thriller,,,,,,,,104879
8256,Comedy,Romance,,,,,,,,,104906
8257,Horror,Thriller,,,,,,,,,104908
8258,Action,Drama,,,,,,,,,104913
8259,Action,Comedy,Crime,,,,,,,,104925
8260,Drama,,,,,,,,,,104944
8261,Action,Comedy,Thriller,,,,,,,,105020
8262,Comedy,,,,,,,,,,105037
8263,Action,Drama,War,,,,,,,,105121
8264,Adventure,Drama,,,,,,,,,105197
8265,Comedy,Drama,Romance,,,,,,,,105211
8266,Comedy,Drama,Romance,,,,,,,,105213
8267,Drama,Fantasy,,,,,,,,,105246
8268,Documentary,,,,,,,,,,105250
8269,Adventure,Comedy,,,,,,,,,105254
8270,Comedy,Horror,,,,,,,,,105325
8271,Crime,Drama,Thriller,,,,,,,,105351
8272,Drama,Romance,,,,,,,,,105355
8273,Animation,Children,Comedy,Fantasy,,,,,,,105468
8274,Adventure,Drama,Thriller,IMAX,,,,,,,105504
8275,Animation,Children,Comedy,Musical,,,,,,,105540
8276,Action,Crime,Thriller,,,,,,,,105585
8277,Comedy,Crime,Drama,,,,,,,,105593
8278,Action,Mystery,Thriller,,,,,,,,105653
8279,Comedy,Crime,Drama,,,,,,,,105720
8280,Drama,Horror,,,,,,,,,105731
8281,Documentary,,,,,,,,,,105746
8282,Crime,Drama,Thriller,,,,,,,,105755
8283,Drama,Fantasy,Horror,,,,,,,,105801
8284,Comedy,Drama,Thriller,,,,,,,,105835
8285,Drama,,,,,,,,,,105844
8286,Action,Adventure,Drama,,,,,,,,105954
8287,Action,Adventure,Sci-Fi,IMAX,,,,,,,106002
8288,Comedy,,,,,,,,,,106062
8289,Action,Adventure,Fantasy,IMAX,,,,,,,106072
8290,Drama,,,,,,,,,,106100
8291,Drama,,,,,,,,,,106144
8292,Comedy,Drama,Romance,,,,,,,,106330
8293,Comedy,Drama,,,,,,,,,106438
8294,Children,Drama,War,,,,,,,,106441
8295,Action,Adventure,Sci-Fi,IMAX,,,,,,,106487
8296,Adventure,Fantasy,IMAX,,,,,,,,106489
8297,Action,Adventure,Fantasy,,,,,,,,106491
8298,Comedy,,,,,,,,,,106540
8299,Action,Comedy,Romance,,,,,,,,106542
8300,Comedy,Drama,Romance,,,,,,,,106594
8301,Adventure,Drama,Sci-Fi,,,,,,,,106642
8302,Crime,Drama,Horror,,,,,,,,106648
8303,Adventure,Animation,Comedy,Fantasy,Musical,Romance,,,,,106696
8304,Drama,,,,,,,,,,106766
8305,Comedy,Crime,Drama,,,,,,,,106782
8306,Action,Crime,Thriller,,,,,,,,106785
8307,Drama,,,,,,,,,,106839
8308,Action,Animation,Drama,,,,,,,,106873
8309,Comedy,Drama,,,,,,,,,106883
8310,Documentary,,,,,,,,,,106889
8311,Crime,Drama,,,,,,,,,106916
8312,Adventure,Comedy,Drama,,,,,,,,106918
8313,Drama,Romance,Sci-Fi,,,,,,,,106920
8314,Action,Comedy,Sci-Fi,,,,,,,,106927
8315,Drama,Fantasy,,,,,,,,,107013
